Process,Taxon,Covariate,Mean,SD,5%,50%,95%,Rhat,ESS
Occupancy,lepidostomatidae,substrate_metric_total,0.3986,0.3558,-0.1569,0.3796,1.0064,1.0052,1500
Occupancy,limnephilidae,substrate_metric_total,0.4847,0.3646,-0.1268,0.4756,1.0822,1.0095,1500
Occupancy,molannidae,substrate_metric_total,0.4106,0.4598,-0.342,0.3985,1.1709,1.0189,1500
Occupancy,philopotamidae,substrate_metric_total,0.6861,0.329,0.1788,0.6727,1.2302,1.0376,1500
Occupancy,polycentropodidae,substrate_metric_total,0.7493,0.3673,0.1998,0.7243,1.4084,1.0115,1298
Occupancy,rhyacophilidae,substrate_metric_total,0.7943,0.4215,0.1735,0.777,1.4992,1.011,1225
Occupancy,uenoidae,substrate_metric_total,0.502,0.4554,-0.2073,0.4816,1.2527,1.0148,1500
Occupancy,midges,pool_metric_total,0.5123,0.2703,0.1167,0.4916,0.9948,1.0051,912
Occupancy,mole,pool_metric_total,0.3513,0.3105,-0.1295,0.3465,0.8697,1.0075,1500
Occupancy,mtdusky,pool_metric_total,0.3288,0.2959,-0.1577,0.324,0.8268,0.9997,1500
Occupancy,nodusky,pool_metric_total,0.393,0.2263,0.0295,0.3876,0.7722,1.0023,1395
Occupancy,twolined,pool_metric_total,0.2818,0.2119,-0.0612,0.2769,0.6297,1.0064,1500
Occupancy,longtail,pool_metric_total,0.3069,0.3161,-0.1887,0.3011,0.8216,1.0047,1500
Occupancy,red,pool_metric_total,0.2203,0.2949,-0.2751,0.2355,0.6729,1.0005,1500
Occupancy,redback,pool_metric_total,0.0593,0.2893,-0.4307,0.0676,0.5252,1.0033,932
Occupancy,blacknose_dace,pool_metric_total,0.298,0.3024,-0.1932,0.3045,0.7943,1.0024,1500
Occupancy,bluegill_sunfish,pool_metric_total,0.3679,0.3043,-0.1111,0.3657,0.8766,1.0236,1500
Occupancy,creek_chub,pool_metric_total,0.2972,0.3036,-0.2203,0.2918,0.7916,1.006,1500
Occupancy,johnny_darter,pool_metric_total,0.3453,0.2943,-0.1193,0.3401,0.8171,1.022,1277
Occupancy,sessile_animals,pool_metric_total,0.2974,0.2966,-0.171,0.2931,0.7687,1.0165,1332
Occupancy,aquatic_worms,pool_metric_total,0.2721,0.2604,-0.1214,0.2526,0.7323,1.0206,1155
Occupancy,sow_bugs,pool_metric_total,0.4223,0.2817,0.0001,0.4085,0.9166,1.0041,1267
Occupancy,scuds,pool_metric_total,0.2798,0.281,-0.1794,0.2657,0.7476,1.0192,1500
Occupancy,water_mites,pool_metric_total,0.2944,0.2948,-0.1828,0.2923,0.7805,1.0099,1331
Occupancy,damselfly_nymphs,pool_metric_total,0.3679,0.2843,-0.0726,0.3578,0.8353,1.0033,993
Occupancy,alderfly_larvae,pool_metric_total,0.511,0.2772,0.0819,0.4992,0.9937,1.0159,909
Occupancy,other_beetles,pool_metric_total,0.3167,0.2803,-0.127,0.3146,0.7732,1.0021,1350
Occupancy,crayfish,pool_metric_total,0.4043,0.1679,0.1317,0.3989,0.6814,1.0087,1500
Occupancy,dragonfly_nymphs,pool_metric_total,0.2666,0.2376,-0.0977,0.26,0.6549,1.0027,1500
Occupancy,riffle_beetles,pool_metric_total,0.4016,0.2488,0.0271,0.3794,0.8373,1.0141,1354
Occupancy,other_flies,pool_metric_total,0.5119,0.3048,0.0438,0.4989,1.0317,1.0037,1358
Occupancy,snails,pool_metric_total,0.4261,0.2559,0.0369,0.4093,0.8545,1.0144,1304
Occupancy,clams,pool_metric_total,0.4452,0.2921,0.0077,0.4287,0.9201,1.0052,1500
Occupancy,fishfly_larvae,pool_metric_total,0.3032,0.2201,-0.0439,0.2977,0.6617,1.0021,1500
Occupancy,water_penny_beetles,pool_metric_total,0.3677,0.2314,0.0023,0.3603,0.7587,1.0096,1038
Occupancy,cranefly_larvae,pool_metric_total,0.3288,0.2812,-0.1174,0.3199,0.8093,1.0067,1188
Occupancy,ameletidae,pool_metric_total,0.3338,0.3082,-0.191,0.3301,0.8349,1.0069,1500
Occupancy,baetidae,pool_metric_total,0.5281,0.2441,0.157,0.5124,0.951,1.0029,1371
Occupancy,caenidae,pool_metric_total,0.2619,0.3054,-0.2272,0.266,0.7805,1.0038,1352
Occupancy,ephemerellidae,pool_metric_total,0.3953,0.3111,-0.0612,0.3779,0.9224,1.0135,1291
Occupancy,ephemeridae,pool_metric_total,0.2776,0.3119,-0.2208,0.2747,0.7901,1.0008,1369
Occupancy,heptageniidae,pool_metric_total,0.2789,0.2981,-0.1755,0.2605,0.7861,1.0217,885
Occupancy,leptophlebiidae,pool_metric_total,0.3984,0.2581,0.0205,0.3746,0.8545,1.0222,1292
Occupancy,capniidae,pool_metric_total,0.2989,0.3069,-0.214,0.2966,0.7979,1.0194,1500
Occupancy,chloroperlidae,pool_metric_total,0.2697,0.3091,-0.2376,0.2693,0.7579,1.0038,1279
Occupancy,leuctridae,pool_metric_total,0.3358,0.2903,-0.1347,0.3355,0.7845,1.0116,1500
Occupancy,nemouridae,pool_metric_total,0.3714,0.2846,-0.079,0.3682,0.8542,1.0113,1336
Occupancy,perlidae,pool_metric_total,0.486,0.2549,0.0771,0.4675,0.9244,1.0365,1308
Occupancy,perlodidae,pool_metric_total,0.2858,0.3019,-0.2034,0.293,0.8111,1.0011,1354
Occupancy,glossosomatidae,pool_metric_total,0.2476,0.3236,-0.2942,0.265,0.7459,1.0036,1500
Occupancy,goeridae,pool_metric_total,0.3705,0.3208,-0.1356,0.3694,0.8718,1.0077,1500
Occupancy,hydropsychidae,pool_metric_total,0.379,0.245,0.0079,0.3693,0.7996,1.001,1500
Occupancy,hydroptilidae,pool_metric_total,0.3995,0.286,-0.0323,0.3879,0.9001,1.0068,1500
Occupancy,lepidostomatidae,pool_metric_total,0.0931,0.2387,-0.2985,0.0951,0.4749,1.0038,1328
Occupancy,limnephilidae,pool_metric_total,0.0985,0.219,-0.2711,0.1061,0.4345,1.0029,1500
Occupancy,molannidae,pool_metric_total,0.1856,0.3107,-0.3364,0.2086,0.6614,1.0175,829
Occupancy,philopotamidae,pool_metric_total,0.2265,0.22,-0.1336,0.2244,0.5996,0.9997,1500
Occupancy,polycentropodidae,pool_metric_total,0.2701,0.2355,-0.109,0.2704,0.6526,1.0069,1244
Occupancy,rhyacophilidae,pool_metric_total,0.3391,0.2775,-0.0972,0.3389,0.8249,1.02,1370
Occupancy,uenoidae,pool_metric_total,0.3005,0.3085,-0.1711,0.2847,0.8139,1.0008,1392
