Process,Taxon,Covariate,Mean,SD,5%,50%,95%,Rhat,ESS
Occupancy,mtdusky,pool_metric_total,0.0548,0.2412,-0.3234,0.0488,0.4461,1.0004,1500
Occupancy,nodusky,pool_metric_total,0.1109,0.2689,-0.3144,0.1194,0.5549,1.011,1500
Occupancy,twolined,pool_metric_total,0.1859,0.2126,-0.1568,0.1872,0.5493,1.0067,1339
Occupancy,red,pool_metric_total,0.0265,0.3064,-0.4698,0.0362,0.5223,1.0015,1500
Occupancy,redback,pool_metric_total,0.0606,0.3221,-0.4552,0.0539,0.5972,0.9999,1500
Occupancy,slimy,pool_metric_total,0.1473,0.3251,-0.3686,0.1396,0.6631,1.0129,1500
Occupancy,blacknose_dace,pool_metric_total,0.0568,0.3222,-0.4748,0.0487,0.5595,1.0093,1500
Occupancy,creek_chub,pool_metric_total,0.0958,0.3105,-0.4065,0.0898,0.6006,1.0084,1500
Occupancy,rainbow_darter,pool_metric_total,0.0961,0.3209,-0.4348,0.106,0.6077,1.0118,1500
Occupancy,rainbow_trout,pool_metric_total,0.068,0.3295,-0.499,0.0662,0.5934,1.0066,1282
Occupancy,white_sucker,pool_metric_total,0.0432,0.3192,-0.4961,0.0472,0.5698,1,1500
Occupancy,aquatic_worms,pool_metric_total,0.0544,0.2379,-0.3354,0.0568,0.4505,1.0006,1500
Occupancy,sow_bugs,pool_metric_total,0.2273,0.2776,-0.2215,0.2201,0.6854,1.0018,1568
Occupancy,scuds,pool_metric_total,0.1036,0.3081,-0.3807,0.1058,0.6161,1.0085,1500
Occupancy,water_mites,pool_metric_total,0.0925,0.2798,-0.3401,0.0832,0.5481,0.9995,1500
Occupancy,damselfly_nymphs,pool_metric_total,0.2343,0.27,-0.1876,0.2284,0.6932,1.0031,1500
Occupancy,alderfly_larvae,pool_metric_total,0.1118,0.261,-0.3259,0.12,0.5166,1.0023,1500
Occupancy,other_beetles,pool_metric_total,0.0121,0.3329,-0.5286,0.0077,0.5539,1.0032,1500
Occupancy,crayfish,pool_metric_total,0.117,0.3094,-0.3987,0.1168,0.6148,1.0139,1500
Occupancy,dragonfly_nymphs,pool_metric_total,0.0692,0.2654,-0.3614,0.0682,0.508,1.0018,1500
Occupancy,riffle_beetles,pool_metric_total,-0.0308,0.2238,-0.4074,-0.025,0.3276,1.0042,1500
Occupancy,midges,pool_metric_total,0.249,0.2497,-0.148,0.2384,0.6746,1.0017,1500
Occupancy,snails,pool_metric_total,0.0892,0.3058,-0.4027,0.0849,0.5687,1.0032,1307
Occupancy,clams,pool_metric_total,0.0044,0.3339,-0.5206,0.0185,0.52,1.0007,1342
Occupancy,fishfly_larvae,pool_metric_total,0.0296,0.3305,-0.5043,0.0312,0.5591,1.0052,1500
Occupancy,water_penny_beetles,pool_metric_total,-0.0198,0.3172,-0.5249,-0.014,0.4937,1.007,1500
Occupancy,cranefly_larvae,pool_metric_total,0.247,0.2904,-0.1935,0.2378,0.7478,0.9999,1500
Occupancy,baetidae,pool_metric_total,0.16,0.2204,-0.1788,0.1505,0.5323,1.0007,1500
Occupancy,caenidae,pool_metric_total,0.0495,0.3064,-0.4611,0.0533,0.5495,1.0007,1500
Occupancy,heptageniidae,pool_metric_total,0.116,0.3126,-0.3668,0.1127,0.6356,1.0003,1500
Occupancy,leptophlebiidae,pool_metric_total,0.0362,0.298,-0.4294,0.0367,0.5182,1.001,1500
Occupancy,chloroperlidae,pool_metric_total,0.1149,0.3092,-0.3803,0.1035,0.6397,1.0008,1500
Occupancy,leuctridae,pool_metric_total,-0.0588,0.2411,-0.4767,-0.0469,0.3096,1.0029,1500
Occupancy,nemouridae,pool_metric_total,0.0404,0.3225,-0.5048,0.0578,0.5329,1.0008,1140
Occupancy,perlidae,pool_metric_total,0.1656,0.3071,-0.3174,0.1581,0.6513,1.0049,1357
Occupancy,perlodidae,pool_metric_total,0.0582,0.3251,-0.4623,0.0524,0.5896,1.0022,1387
Occupancy,glossosomatidae,pool_metric_total,0.1017,0.3188,-0.4418,0.1103,0.6222,1.0014,1500
Occupancy,hydropsychidae,pool_metric_total,0.131,0.2938,-0.3469,0.1293,0.6093,1.0258,1500
Occupancy,hydroptilidae,pool_metric_total,0.0798,0.2992,-0.3688,0.0823,0.5659,1.0061,1500
Occupancy,lepidostomatidae,pool_metric_total,-0.1165,0.2455,-0.5311,-0.094,0.2545,1.011,1344
Occupancy,limnephilidae,pool_metric_total,0.0581,0.2712,-0.381,0.0653,0.4881,1.0012,1500
Occupancy,molannidae,pool_metric_total,0.0965,0.32,-0.3992,0.0911,0.5977,1.0067,1484
Occupancy,odontoceridae,pool_metric_total,0.0158,0.3254,-0.5417,0.022,0.5075,1.0076,1500
Occupancy,philopotamidae,pool_metric_total,-0.0048,0.2512,-0.4228,0.0045,0.3896,1.004,1500
Occupancy,phryganeidae,pool_metric_total,0.0344,0.3232,-0.5324,0.0371,0.5539,1.0013,1500
Occupancy,polycentropodidae,pool_metric_total,0.1467,0.3153,-0.3618,0.1514,0.6472,1.0121,1333
Occupancy,rhyacophilidae,pool_metric_total,-0.0646,0.3012,-0.5485,-0.0479,0.4063,1.002,1232
Occupancy,uenoidae,pool_metric_total,0.2082,0.3004,-0.2487,0.1912,0.7143,1.0023,1500
