Process,Taxon,Covariate,Mean,SD,5%,50%,95%,Rhat,ESS
Occupancy,water_mites,substrate_metric_total,0.3832,0.3209,-0.1173,0.3677,0.9502,1.0089,1381
Occupancy,damselfly_nymphs,substrate_metric_total,-0.0036,0.2702,-0.4659,0.0027,0.4195,1.0043,1337
Occupancy,alderfly_larvae,substrate_metric_total,0.2974,0.3271,-0.1955,0.2891,0.8424,1.0038,1288
Occupancy,other_beetles,substrate_metric_total,0.128,0.3414,-0.443,0.1415,0.6593,1.0067,1122
Occupancy,crayfish,substrate_metric_total,0.1867,0.2702,-0.2712,0.1854,0.6266,1.0016,1500
Occupancy,dragonfly_nymphs,substrate_metric_total,0.1674,0.3229,-0.3257,0.1579,0.723,1.0001,1500
Occupancy,riffle_beetles,substrate_metric_total,-0.2751,0.2715,-0.7342,-0.2626,0.14,1.0033,1285
Occupancy,other_flies,substrate_metric_total,0.2908,0.2933,-0.1705,0.2769,0.7785,1.018,1500
Occupancy,snails,substrate_metric_total,0.2475,0.2592,-0.1468,0.2365,0.672,1.0043,1500
Occupancy,clams,substrate_metric_total,-0.0417,0.3159,-0.5362,-0.0433,0.4679,1.0087,1308
Occupancy,fishfly_larvae,substrate_metric_total,0.3283,0.2786,-0.0934,0.3213,0.8091,1.0045,1268
Occupancy,water_penny_beetles,substrate_metric_total,0.4762,0.3432,-0.0222,0.4571,1.0458,1.002,1500
Occupancy,cranefly_larvae,substrate_metric_total,0.2695,0.2871,-0.1571,0.2597,0.7463,1.0029,1500
Occupancy,ameletidae,substrate_metric_total,0.1923,0.3049,-0.306,0.1901,0.6888,1.0002,1500
Occupancy,baetidae,substrate_metric_total,0.383,0.3304,-0.1234,0.3625,0.9473,1.0064,1500
Occupancy,caenidae,substrate_metric_total,0.2911,0.3796,-0.3024,0.2787,0.9172,1.0018,1500
Occupancy,ephemeridae,substrate_metric_total,0.2703,0.3655,-0.3035,0.2645,0.8582,1.0064,1385
Occupancy,heptageniidae,substrate_metric_total,0.0738,0.2924,-0.3944,0.0784,0.5297,1.0023,1306
Occupancy,leptohyphidae,substrate_metric_total,0.1886,0.3453,-0.3457,0.1851,0.7424,1.0045,1500
Occupancy,leptophlebiidae,substrate_metric_total,0.2018,0.3132,-0.2915,0.1956,0.6952,1.0213,1500
Occupancy,chloroperlidae,substrate_metric_total,0.2012,0.3504,-0.3646,0.1947,0.7877,0.9997,1320
Occupancy,leuctridae,substrate_metric_total,0.1584,0.316,-0.3432,0.1598,0.6714,1.0017,1500
Occupancy,nemouridae,substrate_metric_total,0.1968,0.3207,-0.3083,0.1989,0.7298,1.0001,1500
Occupancy,perlidae,substrate_metric_total,0.2203,0.3814,-0.3878,0.2146,0.8451,1.0088,1393
Occupancy,perlodidae,substrate_metric_total,0.1003,0.3814,-0.5641,0.1171,0.6948,1.0029,1306
Occupancy,glossosomatidae,substrate_metric_total,0.2488,0.3587,-0.321,0.2375,0.8416,1.0108,1500
Occupancy,hydropsychidae,substrate_metric_total,0.207,0.2773,-0.204,0.1905,0.6825,1.0041,1500
Occupancy,hydroptilidae,substrate_metric_total,0.3151,0.3517,-0.2252,0.3064,0.9048,1.0048,1500
Occupancy,lepidostomatidae,substrate_metric_total,0.2863,0.3032,-0.2083,0.2853,0.7682,1.0061,1500
Occupancy,limnephilidae,substrate_metric_total,0.2025,0.2683,-0.2236,0.1998,0.6364,1.001,1500
Occupancy,molannidae,substrate_metric_total,0.2307,0.3573,-0.328,0.2241,0.8028,0.9997,1500
Occupancy,odontoceridae,substrate_metric_total,0.3654,0.3374,-0.161,0.3452,0.923,1.0123,1500
Occupancy,philopotamidae,substrate_metric_total,0.3678,0.3297,-0.1207,0.3382,0.9399,1.006,1500
Occupancy,phryganeidae,substrate_metric_total,0.2504,0.3602,-0.3157,0.2441,0.8295,1.0135,1500
Occupancy,polycentropodidae,substrate_metric_total,0.2376,0.2886,-0.2027,0.2131,0.736,1.0099,1347
Occupancy,rhyacophilidae,substrate_metric_total,0.3254,0.319,-0.1753,0.3177,0.8614,1.0033,1500
Occupancy,uenoidae,substrate_metric_total,0.2612,0.2878,-0.2026,0.2643,0.733,1.0027,1680
Occupancy,midges,pool_metric_total,0.341,0.3901,-0.2281,0.2942,1.0144,1.0021,1380
Occupancy,mole,pool_metric_total,-0.2539,0.4666,-1.0609,-0.2211,0.4533,1.0004,1201
Occupancy,johnny_darter,pool_metric_total,-0.1217,0.4572,-0.9112,-0.1056,0.5895,1.0054,1211
Occupancy,mtdusky,pool_metric_total,0.3371,0.4031,-0.2847,0.3134,1.0121,0.9993,1202
Occupancy,nodusky,pool_metric_total,0.425,0.403,-0.2015,0.4086,1.1151,1.0073,1241
Occupancy,twolined,pool_metric_total,-0.0112,0.2509,-0.4136,-0.0112,0.3871,1.0004,1500
Occupancy,longtail,pool_metric_total,-0.3334,0.4676,-1.156,-0.2825,0.3307,1.0126,1050
Occupancy,red,pool_metric_total,-0.5309,0.3707,-1.1703,-0.5071,0.028,1.0062,1229
Occupancy,redback,pool_metric_total,-0.3936,0.3885,-1.057,-0.3605,0.1861,1.0007,1500
Occupancy,slimy,pool_metric_total,-0.167,0.3873,-0.8208,-0.1585,0.4645,1.0012,1500
Occupancy,blacknose_dace,pool_metric_total,0.1975,0.4307,-0.4663,0.1743,0.915,1.0136,996
Occupancy,central_stoneroller_minnow,pool_metric_total,-0.0216,0.4382,-0.713,-0.0368,0.687,1.0055,1469
Occupancy,common_shiner,pool_metric_total,0.024,0.4491,-0.702,0.0104,0.7608,1.0079,1550
Occupancy,creek_chub,pool_metric_total,-0.0813,0.3781,-0.6935,-0.0829,0.5403,1.0082,1500
Occupancy,rainbow_darter,pool_metric_total,-0.0314,0.4483,-0.7622,-0.0385,0.7187,1.0023,1500
Occupancy,rainbow_trout,pool_metric_total,0.0209,0.444,-0.6735,0.001,0.7769,1.0073,1500
Occupancy,white_sucker,pool_metric_total,0.0306,0.431,-0.6549,0.0148,0.7286,1.0001,1500
Occupancy,yellow_bullhead_catfish,pool_metric_total,0.0097,0.4375,-0.696,0.0116,0.7156,1.0059,1500
Occupancy,sessile_animals,pool_metric_total,0.118,0.4593,-0.59,0.1014,0.8979,1.0223,1500
Occupancy,aquatic_worms,pool_metric_total,0.0856,0.3518,-0.4826,0.075,0.659,1.0041,1500
Occupancy,sow_bugs,pool_metric_total,-0.0732,0.3337,-0.618,-0.0741,0.4666,1.0105,1500
Occupancy,scuds,pool_metric_total,-0.0348,0.3117,-0.5189,-0.035,0.4833,0.9999,1500
Occupancy,water_mites,pool_metric_total,0.2115,0.4581,-0.5142,0.1807,0.967,1.0052,1500
Occupancy,damselfly_nymphs,pool_metric_total,0.303,0.3755,-0.2508,0.2682,0.9633,1.0253,1285
Occupancy,alderfly_larvae,pool_metric_total,0.1331,0.4102,-0.5302,0.1231,0.7916,1.0155,1500
Occupancy,other_beetles,pool_metric_total,0.0407,0.4632,-0.7733,0.0471,0.8024,1.0024,1500
Occupancy,crayfish,pool_metric_total,-0.1415,0.3568,-0.729,-0.1387,0.432,1.012,1332
Occupancy,dragonfly_nymphs,pool_metric_total,-0.0495,0.3742,-0.6898,-0.0457,0.5784,1.0072,1500
Occupancy,riffle_beetles,pool_metric_total,0.0117,0.3071,-0.4955,0.0085,0.5158,1.0029,1500
Occupancy,other_flies,pool_metric_total,0.2307,0.3701,-0.3335,0.2175,0.8782,1.004,1500
Occupancy,snails,pool_metric_total,0.1828,0.3704,-0.3762,0.1494,0.8431,1.0096,1500
Occupancy,clams,pool_metric_total,0.022,0.3665,-0.5859,0.0149,0.6378,1.0081,1364
Occupancy,fishfly_larvae,pool_metric_total,-0.2506,0.3556,-0.8415,-0.2368,0.2996,1.0042,1500
Occupancy,water_penny_beetles,pool_metric_total,0.081,0.3622,-0.5069,0.0714,0.6892,1.0118,1500
Occupancy,cranefly_larvae,pool_metric_total,0.0163,0.3438,-0.5427,0.0094,0.5942,1.0053,1500
Occupancy,ameletidae,pool_metric_total,0.1419,0.3523,-0.3829,0.1257,0.735,1.0016,1500
Occupancy,baetidae,pool_metric_total,0.1388,0.4115,-0.5003,0.1227,0.838,1.0021,1367
Occupancy,caenidae,pool_metric_total,0.0271,0.4597,-0.6935,0.0183,0.7928,1.004,1500
Occupancy,ephemeridae,pool_metric_total,0.0794,0.4386,-0.6175,0.0534,0.8354,1.0006,1674
Occupancy,heptageniidae,pool_metric_total,0.1447,0.3403,-0.4148,0.1466,0.6674,1.0147,1349
Occupancy,leptohyphidae,pool_metric_total,0.1316,0.4584,-0.5925,0.1193,0.8765,1.0029,1127
Occupancy,leptophlebiidae,pool_metric_total,-0.0425,0.3532,-0.6271,-0.0451,0.5383,1.0054,1500
Occupancy,chloroperlidae,pool_metric_total,0.2145,0.4644,-0.4824,0.2093,0.9969,1.0031,1366
Occupancy,leuctridae,pool_metric_total,-0.3353,0.402,-1.0106,-0.3127,0.2639,1.0042,1239
Occupancy,nemouridae,pool_metric_total,-0.1569,0.3965,-0.8415,-0.1527,0.4644,1.0013,1500
Occupancy,perlidae,pool_metric_total,-0.0911,0.4531,-0.8586,-0.0756,0.6036,1.0005,1197
Occupancy,perlodidae,pool_metric_total,0.0665,0.4538,-0.656,0.0655,0.8099,1.0417,1364
Occupancy,glossosomatidae,pool_metric_total,-0.0224,0.4399,-0.7429,-0.026,0.6891,1.001,1500
Occupancy,hydropsychidae,pool_metric_total,-0.1384,0.3483,-0.6995,-0.1352,0.4282,1.0103,1500
Occupancy,hydroptilidae,pool_metric_total,-0.0754,0.4138,-0.7427,-0.0853,0.6172,1.0092,1313
Occupancy,lepidostomatidae,pool_metric_total,-0.4622,0.373,-1.1065,-0.4325,0.0991,1.0021,1243
Occupancy,limnephilidae,pool_metric_total,-0.2767,0.3841,-0.9534,-0.2393,0.3107,1.0287,1053
Occupancy,molannidae,pool_metric_total,-0.0776,0.4446,-0.7846,-0.0752,0.6204,1.0002,1347
Occupancy,odontoceridae,pool_metric_total,-0.1516,0.3728,-0.7775,-0.1324,0.4503,1.0072,1379
Occupancy,philopotamidae,pool_metric_total,-0.2989,0.3979,-0.989,-0.2766,0.3015,1.0124,1190
Occupancy,phryganeidae,pool_metric_total,0.0111,0.4285,-0.6764,0.0058,0.7028,1.0006,1500
Occupancy,polycentropodidae,pool_metric_total,-0.0954,0.2892,-0.5855,-0.0858,0.3564,1.0071,1241
Occupancy,rhyacophilidae,pool_metric_total,-0.1301,0.4041,-0.8047,-0.1186,0.4631,1.0079,1298
Occupancy,uenoidae,pool_metric_total,0.027,0.3608,-0.5825,0.0364,0.5991,1.0023,1443
